CustomerID,FullName,Age,City,JoinDate,Churn,OrderID,OrderDate,ShipMode,ProductID,ProductName,Category,Price,Cost,Quantity,Discount,Days_Since_Last_Order,Total_Orders
1313,customer_2811,23,Luxor,11/01/2022,0,12263,11/01/2022,Same Day,145,Product_145,Home Appliances,1484.56,881.97,2,,742,5
1565,Customer_2812,26,Mansoura,18-02-2021,1,10112,18-02-2021,Standard,116,Product_116,Clothing,735.1,445.99,4,0.05,914,4
2035,Customer_2813,34,Giza,03/18/2023,0,13087,03/18/2023,Express,113,Product_113,Sports,1455.91,848.11,3,,548,8
1208,Customer_2814,41,Cairo,01/04/2023,1,12263,01/04/2023,Standard,136,Product_136,Electronics,843.63,586.87,1,,728,2
2037,Customer_2815,70,Aswan,11/02/2020,1,10426,11/02/2020,Express,136,Product_136,Home Appliances,716.44,342.67,2,,1202,2
2441,Customer_2816,26,Alexandria,02-12-2020,0,11158,02-12-2020,Same Day,143,Product_143,Clothing,530.54,254.59,3,0.1,393,4
2460,CUSTOMER_2817,59,Aswan,02-11-2021,0,11066,02-11-2021,Express,123,Product_123,Sports,1003.45,439.41,5,0.05,949,6
2400,Customer_2818,35,Alexandria,01-12-2022,1,12811,01-12-2022,Same Day,114,Product_114,Electronics,383.24,209.14,1,,762,5
2043,Customer_2819,9,Luxor,06/23/2022,0,10283,06/23/2022,Same Day,132,Product_132,Sports,202.15,86.69,5,,750,6
1586,CUSTOMER_2820,32,Mansoura,26-08-2020,1,10833,26-08-2020,Same Day,103,Product_103,Sports,89.49,,3,0.2,909,2
2014,Customer_2821,57,Mansoura,10/25/2023,0,13169,10/25/2023,Express,127,Product_127,Home Appliances,473.95,258.21,3,0.1,434,8
2093,Customer_2822,45,Alexandria,24-02-2021,0,13131,24-02-2021,Express,119,Product_119,Home Appliances,623.87,428.77,5,,494,5
2234,Customer_2823,46,Cairo,01/08/2024,1,10229,01/08/2024,Express,122,Product_122,Sports,850.51,586.12,1,0.1,359,3
2124,Customer_2824,59,Alexandria,04/09/2023,0,11919,04/09/2023,Standard,101,Product_101,Sports,474.49,295.67,5,,633,4
1697,Customer_2825,24,Alexandria,28-09-2022,0,11666,28-09-2022,Express,105,Product_105,Electronics,1476.89,763.22,5,,393,5
1131,Customer_2826,24,Mansoura,07/05/2020,0,10384,07/05/2020,Same Day,149,Product_149,Clothing,473.03,311.99,5,,565,4
2404,Customer_2827,6,Giza,11-11-2022,0,10158,11-11-2022,Express,133,Product_133,Clothing,689.41,456.83,1,,782,4
2155,Customer_2828,53,Cairo,07/01/2022,1,10823,07/01/2022,Same Day,119,Product_119,Sports,199.75,134.44,4,0.1,794,2
2043,Customer_2829,48,Mansoura,04/23/2020,0,12518,04/23/2020,Express,136,Product_136,Home Appliances,427.91,253.33,1,,750,6
1535,Customer_2830,50,Aswan,17-07-2022,0,13667,17-07-2022,Express,106,Product_106,Clothing,120.08,55.3,5,,861,3
2013,Customer_2831,22,Alexandria,09/27/2020,0,10207,09/27/2020,Same Day,115,Product_115,Sports,861.29,368.05,2,0.1,409,5
1226,Customer_2832,15,Giza,11/17/2022,0,10173,11/17/2022,Express,136,Product_136,Home Appliances,1139.04,768.21,2,0.1,776,6
2177,Customer_2833,20,Cairo,04/30/2022,0,11823,04/30/2022,Standard,133,Product_133,Electronics,333.78,139.07,3,,666,6
2492,Customer_2834,26,Luxor,24-07-2022,1,11104,24-07-2022,Standard,124,Product_124,Clothing,583.47,285.18,4,,892,4
1821,customer_2835,63,Cairo,02/28/2023,0,11041,02/28/2023,Same Day,127,Product_127,Elec,74.09,40.46,3,0.05,673,7
1870,customer_2836,55,Cairo,28-04-2020,0,11016,28-04-2020,Same Day,149,Product_149,Home Appliances,1267.31,515.28,3,0.05,694,4
1404,Customer_2837,33,Alexandria,18-02-2023,0,10707,18-02-2023,Same Day,111,Product_111,Sports,1180.95,793.69,2,0.05,338,5
1201,Customer_2838,44,Alexandria,08/04/2022,0,13362,08/04/2022,Standard,149,Product_149,Electronics,141.72,68.9,1,,765,5
1037,Customer_2839,29,Luxor,09-10-2023,0,11383,09-10-2023,Same Day,123,Product_123,Sports,579.06,236.58,3,,450,3
1941,customer_2840,45,Luxor,23-09-2021,0,11891,23-09-2021,Same Day,133,Product_133,Clothing,1435.17,1001.86,3,0.1,475,5
1187,Customer_2841,22,Luxor,01/21/2024,0,11302,01/21/2024,Standard,141,Product_141,Electronics,618.44,305.15,4,0.1,346,6
2080,Customer_2842,51,Mansoura,14-02-2020,0,13022,14-02-2020,Same Day,146,Product_146,Clothing,813.0,539.04,2,,847,2
1940,customer_2843,27,Mansoura,21-03-2022,0,12444,21-03-2022,Express,147,Product_147,Clothing,565.1,302.92,1,,566,2
2043,Customer_2844,52,Alexandria,05-06-2021,0,13021,05-06-2021,Express,129,Product_129,Clothing,914.39,547.66,4,0.1,750,6
1272,Customer_2845,33,Alexandria,07-01-2020,1,12813,07-01-2020,Express,131,Product_131,Clothing,1468.33,693.53,1,,814,4
2142,Customer_2846,28,Luxor,22-03-2021,0,13213,22-03-2021,Express,101,Product_101,Clothing,1496.38,824.3,1,,504,4
1582,Customer_2847,64,Mansoura,03/30/2023,0,10676,03/30/2023,Standard,134,Product_134,Home Appliances,1173.34,560.03,3,,643,2
1515,  Customer_2848  ,42,Giza,05/29/2020,0,12564,05/29/2020,Express,118,Product_118,Electronics,636.25,436.04,4,,514,7
2244,Customer_2849,35,Mansoura,02-04-2020,1,13322,02-04-2020,Express,118,Product_118,Sports,766.93,320.79,3,,1043,3
1525,Customer_2850,51,Alexandria,05/17/2022,0,10661,05/17/2022,Standard,106,Product_106,Sports,567.26,273.65,5,,377,5
1335,Customer_2851,19,Mansoura,12/06/2021,0,11563,12/06/2021,Standard,140,Product_140,Home Appliances,1479.08,987.93,1,,516,6
1697,customer_2852,56,Alexandria,12/05/2023,0,11260,12/05/2023,Standard,101,Product_101,Sports,1076.25,585.49,4,0.2,393,5
2078,Customer_2853,37,Luxor,10-05-2020,1,13203,10-05-2020,Express,147,Product_147,Sports,700.95,406.57,2,0.2,1697,1
1499,Customer_2854,49,Luxor,13-01-2023,0,12353,13-01-2023,Same Day,142,Product_142,Sports,67.57,40.24,3,0.2,608,5
1899,customer_2855,16,Luxor,03-05-2020,0,10357,03-05-2020,Same Day,130,Product_130,Electronics,804.7,339.0,5,0.1,788,5
1765,Customer_2856,34,Giza,21-05-2020,1,11308,21-05-2020,Express,104,Product_104,Sports,1476.7,598.54,5,,1686,1
1535,Customer_2857,40,Giza,24-08-2022,0,11316,24-08-2022,Same Day,132,Product_132,Electronics,808.44,550.83,5,,861,3
1161,Customer_2858,55,Alexandria,05-03-2020,0,13234,05-03-2020,Same Day,110,Product_110,Sports,314.52,151.43,3,,455,6
1593,Customer_2859,50,Cairo,08/10/2021,0,13987,08/10/2021,Standard,143,Product_143,Sports,82.04,42.18,2,,506,5
1158,Customer_2860,34,Aswan,04/17/2022,0,10418,04/17/2022,Express,105,Product_105,Electronics,564.32,341.2,4,,393,4
2211,  Customer_2861  ,44,Giza,03-01-2021,0,13810,03-01-2021,Express,109,Product_109,Home Appliances,1381.43,650.5,1,,372,5
1059,Customer_2862,58,Alexandria,10/04/2020,1,11491,10/04/2020,Same Day,105,Product_105,Sports,1495.0,926.78,2,0.2,1550,1
1914,Customer_2863,37,Mansoura,06-08-2023,1,10641,06-08-2023,Express,111,Product_111,Clothing,1420.78,763.63,3,,514,4
2342,Customer_2864,35,Luxor,02-02-2024,0,13955,02-02-2024,Standard,135,Product_135,Clothing,1107.66,727.71,4,,334,4
1210,Customer_2865,11,Luxor,08/15/2023,0,11593,08/15/2023,Same Day,127,Product_127,Home Appliances,859.31,415.53,1,,505,3
1405,Customer_2866,35,Luxor,05/10/2022,1,10506,05/10/2022,Standard,104,Product_104,Clothing,906.49,418.02,4,,567,5
1663,Customer_2867,13,Alexandria,05-02-2022,0,11681,05-02-2022,Same Day,110,Product_110,Elec,831.54,540.09,1,0.2,521,6
2132,Customer_2868,38,Luxor,02/22/2022,0,11501,02/22/2022,Express,139,Product_139,Sports,1075.22,535.35,1,,999,7
2099,CUSTOMER_2869,54,Giza,07/07/2022,0,11385,07/07/2022,Standard,133,Product_133,Sports,657.37,344.17,5,,909,4
1541,Customer_2870,8,Mansoura,02/12/2022,0,10311,02/12/2022,Standard,138,Product_138,Sports,1020.35,651.1,3,0.2,563,5
2337,Customer_2871,58,Luxor,08-02-2022,0,11657,08-02-2022,Standard,108,Product_108,Sports,226.34,133.69,2,,388,7
1997,Customer_2872,35,Alexandria,13-06-2020,1,12751,13-06-2020,Same Day,149,Product_149,Clothing,435.26,231.78,5,,1023,3
2140,Customer_2873,39,Mansoura,30-10-2023,0,10244,30-10-2023,Same Day,124,Product_124,Clothing,1262.2,599.5,5,,429,6
1926,Customer_2874,32,Luxor,17-09-2023,1,10476,17-09-2023,Standard,139,Product_139,Clothing,1360.44,856.07,4,0.05,472,1
1867,Customer_2875,14,Cairo,09-01-2023,1,10614,09-01-2023,Standard,133,Product_133,Electronics,831.56,377.64,1,,723,4
1018,Customer_2876,28,Luxor,09/29/2020,0,13962,09/29/2020,Same Day,141,Product_141,Clothing,95.87,65.05,1,0.1,355,8
1431,Customer_2877,71,Aswan,31-08-2023,1,12483,31-08-2023,Express,143,Product_143,Clothing,1394.11,620.51,4,0.2,421,4
1739,Customer_2878,23,Giza,12/13/2021,1,10249,12/13/2021,Express,119,Product_119,Sports,1067.99,685.09,3,,1115,4
2373,Customer_2879,16,Mansoura,30-08-2020,0,13093,30-08-2020,Standard,102,Product_102,Clothing,650.34,342.91,1,,579,4
1182,Customer_2880,42,Giza,12/31/2020,0,12524,12/31/2020,Express,111,Product_111,Home Appliances,917.65,418.27,5,0.1,530,7
1112,Customer_2881,38,Cairo,01/05/2023,0,11595,01/05/2023,Same Day,135,Product_135,Home Appliances,673.17,350.53,5,,446,6
2206,Customer_2882,35,Cairo,15-03-2022,0,11773,15-03-2022,Express,117,Product_117,Sports,724.74,338.07,1,0.2,575,3
1480,  Customer_2883  ,40,Aswan,12/19/2022,0,11929,12/19/2022,Same Day,142,Product_142,Clothing,1335.87,588.85,1,,744,3
2169,customer_2884,49,Giza,09/17/2020,1,11875,09/17/2020,Standard,103,Product_103,Home Appliances,283.57,133.77,3,,1567,3
1830,Customer_2885,-10,Mansoura,30-01-2024,0,10510,30-01-2024,Express,122,Product_122,Home Appliances,200.32,132.26,1,,337,5
2136,Customer_2886,42,Cairo,01-04-2021,0,13967,01-04-2021,Express,135,Product_135,Electronics,53.96,23.3,3,,428,7
1762,  Customer_2887  ,55,Cairo,08-01-2020,1,13407,08-01-2020,Same Day,121,Product_121,Sports,505.3,349.55,5,,783,7
1475,Customer_2888,25,Luxor,16-02-2020,0,11669,16-02-2020,Same Day,125,Product_125,Home Appliances,263.75,105.9,3,0.05,366,7
1762,customer_2889,5,Aswan,09/03/2021,1,11872,09/03/2021,Standard,139,Product_139,Home Appliances,368.98,220.46,1,,783,7
2326,Customer_2890,50,Alexandria,08/06/2022,0,10773,08/06/2022,Standard,102,Product_102,Sports,66.3,43.56,2,0.05,391,7
1970,customer_2891,77,Cairo,10/11/2023,0,11365,10/11/2023,Same Day,101,Product_101,Clothing,379.43,258.08,1,,448,4
2019,Customer_2892,39,Mansoura,12-01-2024,1,13409,12-01-2024,Same Day,107,Product_107,Sports,532.43,235.97,2,,355,5
2141,customer_2893,43,Mansoura,01/20/2023,1,13551,01/20/2023,Standard,120,Product_120,Electronics,95.77,58.37,5,0.05,681,7
1160,Customer_2894,35,Luxor,18-05-2022,0,10923,18-05-2022,Same Day,143,Product_143,Electronics,931.46,402.58,4,0.2,959,4
1400,Customer_2895,63,Mansoura,25-12-2022,0,13113,25-12-2022,Express,106,Product_106,Electronics,874.76,442.44,5,0.1,438,9
1197,  Customer_2896  ,38,Luxor,15-02-2022,0,10073,15-02-2022,Standard,136,Product_136,Home Appliances,190.7,,5,0.1,623,6
2283,Customer_2897,37,Cairo,04/15/2021,0,10808,04/15/2021,Express,121,Product_121,Clothing,912.76,459.84,5,,327,6
1659,Customer_2898,53,Cairo,05/21/2021,0,12878,05/21/2021,Same Day,146,Product_146,Electronics,1498.05,740.06,3,0.1,1016,3
2070,Customer_2899,32,Cairo,01-08-2022,0,11045,01-08-2022,Standard,135,Product_135,Sports,1419.48,617.21,5,,367,6
1398,Customer_2900,20,Cairo,12/09/2021,0,12267,12/09/2021,Standard,136,Product_136,Electronics,53.87,22.62,4,,677,6
1077,Customer_2901,53,Alexandria,11/13/2020,0,12126,11/13/2020,Standard,108,Product_108,Home Appliances,1203.3,522.93,1,,527,4
1123,Customer_2902,31,Aswan,18-07-2021,0,10234,18-07-2021,Same Day,104,Product_104,Electronics,562.73,372.89,2,0.1,393,5
1074,  Customer_2903  ,25,Aswan,21-01-2021,0,12204,21-01-2021,Standard,143,Product_143,Clothing,142.29,57.39,5,,519,6
1136,Customer_2904,71,Alexandria,01/24/2024,0,12374,01/24/2024,Standard,116,Product_116,Electronics,479.18,291.27,2,,343,6
1601,Customer_2905,37,Cairo,19-08-2020,0,13185,19-08-2020,Standard,103,Product_103,Clothing,516.52,325.71,5,,706,4
2423,Customer_2906,47,Mansoura,06-03-2020,0,13873,06-03-2020,Standard,107,Product_107,Clothing,808.7,461.26,3,,472,5
1836,Customer_2907,40,Luxor,14-09-2023,0,13679,14-09-2023,Same Day,102,Product_102,Sports,1008.57,624.54,2,0.1,475,6
1499,CUSTOMER_2908,26,Aswan,05/08/2022,0,10641,05/08/2022,Standard,101,Product_101,Clothing,1136.13,,5,,608,5
1137,customer_2909,50,Giza,06/13/2023,0,13993,06/13/2023,Standard,101,Product_101,Home Appliances,406.56,218.19,5,,392,4
1049,Customer_2910,44,Luxor,02/02/2020,0,10620,02/02/2020,Same Day,138,Product_138,Home Appliances,516.57,265.94,4,,1417,4
1972,Customer_2911,30,Giza,05/07/2021,1,13658,05/07/2021,Standard,107,Product_107,Clothing,497.15,339.25,4,,1335,5
1253,Customer_2912,46,Giza,26-02-2021,0,10984,26-02-2021,Express,124,Product_124,Clothing,575.97,398.33,4,,605,6
1709,  Customer_2913  ,32,Cairo,17-05-2020,0,11298,17-05-2020,Standard,105,Product_105,Electronics,1499.5,892.77,3,,677,5
1562,Customer_2914,23,Giza,07/25/2020,1,13452,07/25/2020,Standard,121,Product_121,Elec,1178.02,540.93,2,,1049,6
1756,Customer_2915,21,Cairo,05/01/2023,0,13091,05/01/2023,Express,128,Product_128,Sports,1463.74,782.18,3,,611,2
2449,Customer_2916,44,Alexandria,03/09/2020,1,13744,03/09/2020,Same Day,118,Product_118,Electronics,1055.01,579.16,1,0.1,879,5
1546,Customer_2917,34,Mansoura,07/03/2022,1,13280,07/03/2022,Standard,124,Product_124,Home Appliances,639.09,400.96,5,0.2,740,4
2325,Customer_2918,62,Giza,09-05-2023,0,13955,09-05-2023,Express,132,Product_132,Elec,615.13,369.28,5,,603,5
1921,Customer_2919,39,Mansoura,08-10-2023,0,12653,08-10-2023,Same Day,145,Product_145,Sports,758.44,420.51,5,,392,2
1580,Customer_2920,28,Cairo,12/11/2023,0,11617,12/11/2023,Same Day,133,Product_133,Sports,654.46,395.37,4,0.05,387,5
2372,Customer_2921,42,Giza,04/09/2020,0,12911,04/09/2020,Express,110,Product_110,Clothing,1251.07,509.46,5,,369,7
1048,Customer_2922,20,Luxor,16-05-2021,0,13687,16-05-2021,Same Day,109,Product_109,Sports,724.25,458.44,4,,1080,4
1916,Customer_2923,38,Alexandria,03/31/2020,0,12796,03/31/2020,Same Day,149,Product_149,Clothing,478.64,221.84,1,,1265,6
2097,Customer_2924,44,Aswan,03-04-2022,0,11795,03-04-2022,Express,133,Product_133,Home Appliances,1173.55,700.52,3,0.2,484,3
1703,Customer_2925,42,Alexandria,06/17/2022,0,13231,06/17/2022,Same Day,133,Product_133,Home Appliances,1288.91,559.63,3,,681,6
1260,CUSTOMER_2926,59,Giza,04/24/2021,1,12962,04/24/2021,Express,107,Product_107,Elec,659.62,,3,,747,5
1355,CUSTOMER_2927,78,Alexandria,01/10/2023,0,12946,01/10/2023,Same Day,104,Product_104,Sports,1018.32,418.22,4,,722,5
2283,Customer_2928,50,Aswan,03/20/2021,0,13045,03/20/2021,Express,128,Product_128,Home Appliances,135.27,91.05,2,,327,6
1637,Customer_2929,57,Luxor,04/25/2020,1,10859,04/25/2020,Same Day,123,Product_123,Clothing,817.72,475.4,2,,1063,3
1742,Customer_2930,78,Mansoura,13-10-2020,1,12620,13-10-2020,Express,132,Product_132,Sports,115.22,58.6,1,,1313,2
2318,Customer_2931,24,Luxor,28-10-2022,1,12085,28-10-2022,Standard,144,Product_144,Sports,92.33,58.75,2,0.1,796,3
2009,Customer_2932,41,Alexandria,15-08-2021,0,12165,15-08-2021,Same Day,116,Product_116,Clothing,938.74,551.81,1,,764,3
1930,customer_2933,32,Aswan,24-04-2021,0,12437,24-04-2021,Express,146,Product_146,Sports,489.84,287.06,5,,576,3
1640,  Customer_2934  ,52,Mansoura,07-02-2024,0,13895,07-02-2024,Same Day,110,Product_110,Sports,1126.68,615.29,3,,329,2
1791,Customer_2935,44,Aswan,03/25/2023,1,12727,03/25/2023,Same Day,114,Product_114,Home Appliances,1349.32,542.94,4,,648,4
2336,Customer_2936,27,Luxor,10/15/2021,1,10376,10/15/2021,Standard,139,Product_139,Clothing,252.12,120.4,1,0.2,625,5
1611,Customer_2937,40,Cairo,03/28/2023,1,12896,03/28/2023,Same Day,136,Product_136,Home Appliances,1100.56,476.24,4,,588,3
1808,  Customer_2938  ,55,Cairo,05/09/2023,0,11897,05/09/2023,Same Day,134,Product_134,Clothing,796.05,476.61,4,,603,2
2205,Customer_2939,20,Mansoura,10/09/2023,0,10375,10/09/2023,Standard,124,Product_124,Electronics,212.57,100.88,3,,409,7
1685,Customer_2940,28,Mansoura,10/18/2021,0,11604,10/18/2021,Express,118,Product_118,Sports,994.81,532.27,5,,452,4
2387,CUSTOMER_2941,25,Mansoura,30-04-2021,1,10594,30-04-2021,Express,116,Product_116,Sports,933.73,472.49,5,0.2,887,6
1187,CUSTOMER_2942,44,Cairo,09/10/2021,0,12794,09/10/2021,Express,141,Product_141,Home Appliances,797.68,353.34,2,,346,6
1984,  Customer_2943  ,58,Luxor,20-10-2020,0,11065,20-10-2020,Express,137,Product_137,Sports,1393.38,,5,,611,4
1547,Customer_2944,9,Mansoura,09/14/2023,0,13682,09/14/2023,Express,141,Product_141,Sports,805.57,547.81,3,,475,2
1724,Customer_2945,41,Cairo,12/03/2022,0,13541,12/03/2022,Express,125,Product_125,Home Appliances,1486.25,632.22,4,0.05,760,4
1925,Customer_2946,26,Mansoura,03/28/2021,1,12007,03/28/2021,Standard,108,Product_108,Home Appliances,788.38,511.04,1,,1133,3
2431,Customer_2947,55,Mansoura,26-04-2022,0,12505,26-04-2022,Express,124,Product_124,Clothing,217.99,119.13,1,,458,3
1875,Customer_2948,36,Aswan,07-09-2021,1,13201,07-09-2021,Standard,120,Product_120,Electronics,732.18,462.83,5,,855,3
1617,customer_2949,41,Mansoura,07/17/2021,0,11051,07/17/2021,Same Day,148,Product_148,Home Appliances,314.38,140.01,2,0.2,1069,4
1413,CUSTOMER_2950,39,Cairo,05/04/2020,0,13816,05/04/2020,Standard,130,Product_130,Clothing,915.84,402.68,1,,948,7
2365,CUSTOMER_2951,56,Luxor,02/14/2023,1,12788,02/14/2023,Standard,120,Product_120,Home Appliances,1055.04,703.95,2,,640,4
2243,  Customer_2952  ,70,Cairo,26-04-2023,0,10628,26-04-2023,Standard,118,Product_118,Clothing,729.23,488.11,1,,437,8
1902,Customer_2953,22,Cairo,12/24/2020,0,13984,12/24/2020,Standard,104,Product_104,Electronics,191.67,103.46,2,,416,5
1162,Customer_2954,25,Mansoura,07/06/2023,1,12373,07/06/2023,Express,148,Product_148,Clothing,729.53,482.25,2,,372,2
2243,CUSTOMER_2955,44,Aswan,10/22/2023,0,11532,10/22/2023,Same Day,136,Product_136,Clothing,168.11,100.91,4,,437,8
1269,Customer_2956,27,Giza,24-05-2022,0,12666,24-05-2022,Same Day,106,Product_106,Sports,1039.08,473.3,3,,428,5
1631,Customer_2957,54,Giza,02/12/2023,0,13962,02/12/2023,Same Day,103,Product_103,Home Appliances,1196.03,,1,,566,5
1905,Customer_2958,56,Giza,12-10-2022,0,12372,12-10-2022,Standard,118,Product_118,Clothing,1445.45,637.18,5,,526,4
2423,customer_2959,31,Cairo,06-04-2020,0,11830,06-04-2020,Standard,147,Product_147,Home Appliances,265.76,168.01,3,,472,5
2205,Customer_2960,28,Mansoura,06-12-2021,0,13974,06-12-2021,Express,140,Product_140,Clothing,822.01,571.77,4,,409,7
1204,customer_2961,35,Giza,08/10/2023,0,11183,08/10/2023,Express,118,Product_118,Sports,872.93,492.26,4,0.1,510,3
1581,Customer_2962,41,Alexandria,06-10-2023,0,12563,06-10-2023,Same Day,123,Product_123,Sports,1387.59,828.06,4,,453,3
1840,Customer_2963,44,Alexandria,02/19/2022,1,13732,02/19/2022,Standard,135,Product_135,Electronics,959.55,598.59,5,,1047,2
2251,Customer_2964,6,Alexandria,12/10/2022,0,10745,12/10/2022,Standard,106,Product_106,Clothing,260.99,121.95,1,0.1,358,4
1595,Customer_2965,25,Luxor,10/14/2021,1,11277,10/14/2021,Standard,126,Product_126,Sports,682.71,341.9,1,,839,4
1249,Customer_2966,33,Mansoura,27-11-2023,0,11951,27-11-2023,Same Day,121,Product_121,Home Appliances,999.41,523.39,2,,401,4
1874,Customer_2967,200,Cairo,05/02/2022,0,12295,05/02/2022,Same Day,124,Product_124,Clothing,1065.41,616.21,2,,634,2
2464,customer_2968,-2,Cairo,04/16/2022,0,13921,04/16/2022,Standard,115,Product_115,Clothing,1301.46,852.65,2,,388,6
1195,Customer_2969,11,Mansoura,01-11-2020,0,13424,01-11-2020,Standard,127,Product_127,Electronics,311.74,148.47,5,,413,4
1689,Customer_2970,20,Aswan,09/06/2021,0,12445,09/06/2021,Same Day,132,Product_132,Home Appliances,1429.74,773.87,3,,679,7
2093,CUSTOMER_2971,38,Aswan,02/09/2022,0,12629,02/09/2022,Same Day,112,Product_112,Electronics,135.75,84.91,1,,494,5
1638,CUSTOMER_2972,33,Luxor,11-01-2021,0,12250,11-01-2021,Express,105,Product_105,Clothing,1476.46,629.29,2,0.05,753,4
2422,Customer_2973,30,Mansoura,01/06/2023,0,11325,01/06/2023,Express,107,Product_107,Electronics,1293.76,716.57,5,,726,2
1671,Customer_2974,51,Aswan,27-08-2022,0,11171,27-08-2022,Express,122,Product_122,Clothing,1007.4,446.59,5,0.05,716,8
2226,Customer_2975,51,Luxor,05/08/2021,1,10220,05/08/2021,Standard,127,Product_127,Clothing,1115.74,,2,0.2,1334,2
2171,Customer_2976,42,Giza,06-04-2021,1,13769,06-04-2021,Standard,115,Product_115,Electronics,155.4,97.96,4,,1069,4
2495,Customer_2977,41,Giza,09/07/2021,1,12914,09/07/2021,Standard,139,Product_139,Electronics,110.15,51.89,4,0.05,1212,3
1943,Customer_2978,27,Luxor,12/20/2023,0,11871,12/20/2023,Same Day,145,Product_145,Clothing,197.56,129.37,4,,378,5
1198,  Customer_2979  ,28,Mansoura,10/22/2020,1,13631,10/22/2020,Express,135,Product_135,Electronics,176.67,88.41,2,,689,3
2449,Customer_2980,14,Giza,08/06/2022,1,12310,08/06/2022,Same Day,126,Product_126,Elec,843.7,385.77,5,0.2,879,5
1491,  Customer_2981  ,36,Mansoura,28-04-2020,1,12343,28-04-2020,Same Day,123,Product_123,Clothing,362.39,195.54,5,,1670,3
1895,CUSTOMER_2982,51,Aswan,25-02-2023,0,13386,25-02-2023,Same Day,113,Product_113,Home Appliances,1297.3,,1,,507,3
1141,Customer_2983,60,Giza,25-04-2022,0,13067,25-04-2022,Standard,126,Product_126,Electronics,696.34,,4,,822,3
2336,Customer_2984,36,Aswan,05/03/2022,1,12339,05/03/2022,Standard,103,Product_103,Electronics,1058.49,527.42,2,,625,5
1164,Customer_2985,47,Mansoura,02/15/2023,0,10683,02/15/2023,Same Day,129,Product_129,Sports,996.67,593.96,1,,479,4
1313,Customer_2986,-2,Mansoura,21-12-2022,0,10875,21-12-2022,Express,102,Product_102,Home Appliances,513.79,,5,,742,5
1020,Customer_2987,33,Alexandria,01-10-2020,0,11054,01-10-2020,Standard,128,Product_128,Electronics,402.59,169.59,1,,534,7
2105,  Customer_2988  ,33,Luxor,06-03-2022,1,13753,06-03-2022,Standard,123,Product_123,Clothing,546.56,273.06,4,,846,3
2154,Customer_2989,62,Cairo,12-05-2021,1,13115,12-05-2021,Same Day,136,Product_136,Sports,1205.15,778.87,3,,1123,4
1983,CUSTOMER_2990,45,Luxor,06-06-2021,0,11962,06-06-2021,Standard,149,Product_149,Sports,900.1,621.44,4,,355,5
1304,CUSTOMER_2991,47,Mansoura,20-02-2021,0,12602,20-02-2021,Express,106,Product_106,Sports,417.63,172.04,4,,522,6
1370,Customer_2992,46,Mansoura,11/07/2021,0,13205,11/07/2021,Same Day,111,Product_111,Electronics,1235.88,705.42,2,,1001,3
1852,Customer_2993,40,Luxor,08/17/2023,1,10348,08/17/2023,Standard,138,Product_138,Clothing,129.4,55.85,3,,379,5
1383,  Customer_2994  ,62,Mansoura,10-06-2020,1,10218,10-06-2020,Same Day,134,Product_134,Sports,1063.82,642.67,3,0.05,485,5
1444,Customer_2995,5,Aswan,07/10/2022,0,11022,07/10/2022,Same Day,117,Product_117,Home Appliances,686.7,276.31,3,,688,7
1424,Customer_2996,42,Giza,01/29/2022,0,10449,01/29/2022,Express,103,Product_103,Sports,1110.37,449.06,5,,420,7
1160,Customer_2997,56,Mansoura,07/08/2020,0,10503,07/08/2020,Express,144,Product_144,Sports,1394.82,883.01,1,0.05,959,4
2201,Customer_2998,11,Luxor,01/01/2023,0,10085,01/01/2023,Standard,146,Product_146,Home Appliances,1137.55,480.42,5,,341,7
1628,Customer_2999,52,Luxor,23-01-2024,0,13322,23-01-2024,Same Day,134,Product_134,Sports,690.85,339.59,3,,344,6
1894,Customer_3000,28,Luxor,25-01-2021,0,11288,25-01-2021,Standard,122,Product_122,Sports,268.91,,2,,742,6
1489,Customer_3001,41,Alexandria,15-04-2020,0,10522,15-04-2020,Standard,129,Product_129,Home Appliances,1219.21,,4,,338,6
2016,Customer_3002,28,Aswan,03-07-2021,0,13151,03-07-2021,Standard,129,Product_129,elect,718.02,321.98,4,,478,6
1326,Customer_3003,54,Aswan,11-02-2022,1,13692,11-02-2022,Express,105,Product_105,Home Appliances,159.2,90.47,5,0.2,1055,4
1597,Customer_3004,35,Alexandria,10/11/2023,0,12508,10/11/2023,Same Day,110,Product_110,Elec,1092.63,620.33,5,,397,7
2014,Customer_3005,52,Aswan,23-05-2023,0,13061,23-05-2023,Same Day,110,Product_110,Electronics,473.19,253.49,2,,434,8
1288,Customer_3006,46,Alexandria,05/19/2023,0,10629,05/19/2023,Express,109,Product_109,Electronics,120.89,81.89,4,0.1,593,6
1592,Customer_3007,28,Aswan,03/21/2020,0,12299,03/21/2020,Express,121,Product_121,Home Appliances,1358.99,851.01,5,,569,6
1572,customer_3008,47,Alexandria,29-05-2020,1,10017,29-05-2020,Standard,113,Product_113,Home Appliances,750.5,472.33,1,,1304,4
2377,Customer_3009,30,Alexandria,20-01-2021,0,13327,20-01-2021,Standard,110,Product_110,Electronics,457.39,219.95,5,,407,6
1027,Customer_3010,40,Aswan,18-04-2023,0,11268,18-04-2023,Express,138,Product_138,Home Appliances,1088.76,577.36,5,,624,4
1953,Customer_3011,35,Alexandria,01/23/2024,0,11176,01/23/2024,Express,111,Product_111,Elec,1334.56,728.97,3,0.1,344,2
